norad_id,name,object_type,satellite_constellation,altitude_km,altitude_category,orbital_band,congestion_risk,inclination,eccentricity,launch_year_estimate,days_in_orbit_estimate,orbit_lifetime_category,mean_motion,epoch,data_source,snapshot_date,country,last_seen
900,CALSPHERE 1,PAYLOAD,Other,977.0347909609245,Low LEO,LEO-Polar,LOW,90.2207,0.00249874,2023,0,<1yr,13.76301334,2025-11-11 07:18:25.072704,celestrak,2025-11-11,US,2025-11-11
902,CALSPHERE 2,PAYLOAD,Other,1061.6854085292898,Mid LEO,LEO-Polar,LOW,90.235,0.0019946,2023,0,<1yr,13.52878854,2025-11-11 07:01:47.443872,celestrak,2025-11-11,US,2025-11-11
1361,LCS 1,PAYLOAD,Other,2787.8761226195684,High LEO,MEO,LOW,32.1458,0.00133615,2023,0,<1yr,9.89309205,2025-11-11 03:51:19.169856,celestrak,2025-11-11,US,2025-11-11
1512,TEMPSAT 1,PAYLOAD,Other,1133.2966793694586,Mid LEO,LEO-Polar,HIGH,89.9899,0.0070685,2023,0,<1yr,13.33578258,2025-11-11 06:20:57.798240,celestrak,2025-11-11,US,2025-11-11
1520,CALSPHERE 4A,PAYLOAD,Other,1123.3544920261393,Mid LEO,LEO-Polar,HIGH,89.9081,0.0069631,2023,0,<1yr,13.36230346,2025-11-11 04:08:42.803232,celestrak,2025-11-11,US,2025-11-11
2826,OPS 5712 (P/L 160),PAYLOAD,Other,650.2064348308413,Low LEO,LEO-Inclined,MEDIUM,69.9181,0.000476,2023,0,<1yr,14.73408937,2025-11-11 05:08:15.413856,celestrak,2025-11-11,US,2025-11-11
2866,LES-5,PAYLOAD,Other,33401.09040516632,MEO,MEO,LOW,2.1199,0.00552506,2023,0,<1yr,1.09425426,2025-11-11 04:12:30.328992,celestrak,2025-11-11,US,2025-11-11
2872,SURCAL 159,PAYLOAD,Other,895.4311586082904,Low LEO,LEO-Inclined,MEDIUM,69.9721,0.0005452,2023,0,<1yr,13.99527681,2025-11-11 04:15:50.459040,celestrak,2025-11-11,US,2025-11-11
2874,OPS 5712 (P/L 153),PAYLOAD,Other,904.9588706140285,Low LEO,LEO-Inclined,LOW,69.9737,0.00049342,2023,0,<1yr,13.96782296,2025-11-11 03:24:03.127104,celestrak,2025-11-11,US,2025-11-11
5204,OPS 3811 (DSP 2),PAYLOAD,Other,36389.38594761756,Beyond GEO,HEO,LOW,0.3769,0.00239961,2023,0,<1yr,0.98159337,2025-11-11 05:23:01.722336,celestrak,2025-11-11,US,2025-11-11
5398,RIGIDSPHERE 2 (LCS 4),PAYLOAD,Other,766.8367710358825,Low LEO,LEO-Polar,MEDIUM,87.6237,0.00585672,2023,0,<1yr,14.37479976,2025-11-11 06:35:13.548768,celestrak,2025-11-11,US,2025-11-11
7530,OSCAR 7 (AO-7),PAYLOAD,Other,1449.0848706310462,Mid LEO,LEO-Polar,LOW,101.9977,0.00121493,2023,1,<1yr,12.53693272,2025-11-10 23:15:18.510336,celestrak,2025-11-11,US,2025-11-11
7646,STARLETTE,PAYLOAD,Other,955.5762399297164,Low LEO,LEO-Inclined,LOW,49.8232,0.02056536,2023,0,<1yr,13.82346367,2025-11-11 06:34:02.832096,celestrak,2025-11-11,FR,2025-11-11
8820,LAGEOS 1,PAYLOAD,Other,5893.0477971030805,High LEO,MEO,LOW,109.839,0.00446624,2023,0,<1yr,6.38664854,2025-11-11 04:26:16.110816,celestrak,2025-11-11,US,2025-11-11
13086,OPS 8701 (DSP 10),PAYLOAD,Other,36380.95007008196,Beyond GEO,HEO,LOW,9.7352,0.00063821,2023,0,<1yr,0.98188387,2025-11-11 07:35:13.275168,celestrak,2025-11-11,US,2025-11-11
14129,PHASE 3B (AO-10),PAYLOAD,Other,19723.58890201907,MEO,MEO,MEDIUM,26.1411,0.60670698,2023,1,<1yr,2.05872778,2025-11-10 08:14:58.762752,celestrak,2025-11-11,GER,2025-11-11
14781,UOSAT 2 (UO-11),PAYLOAD,Other,598.0087979413911,Low LEO,LEO-Polar,HIGH,97.7768,0.00076166,2023,0,<1yr,14.8997657,2025-11-11 03:56:49.318944,celestrak,2025-11-11,UK,2025-11-11
16908,AJISAI (EGS),PAYLOAD,Other,1487.5252077904497,Mid LEO,LEO-Inclined,LOW,50.0078,0.00111871,2023,0,<1yr,12.44514109,2025-11-11 07:53:50.994816,celestrak,2025-11-11,JPN,2025-11-11
19548,TDRS 3,PAYLOAD,Other,35788.29640801952,GEO,GEO-Inclined,HIGH,12.7691,0.00407503,2023,0,<1yr,1.00265716,2025-11-11 05:31:09.050304,celestrak,2025-11-11,US,2025-11-11
19751,COSMOS 1989 (ETALON 1),PAYLOAD,Other,19125.584529700453,MEO,MEO,MEDIUM,64.8189,0.00234253,2023,1,<1yr,2.13155933,2025-11-10 15:05:05.928576,celestrak,2025-11-11,CIS,2025-11-11
20026,COSMOS 2024 (ETALON 2),PAYLOAD,Other,19121.715920664505,MEO,MEO,MEDIUM,65.069,0.00204461,2023,1,<1yr,2.13204442,2025-11-10 16:36:03.839904,celestrak,2025-11-11,CIS,2025-11-11
20253,FLTSATCOM 8 (USA 46),PAYLOAD,Other,35788.83864183793,GEO,GEO-Inclined,HIGH,12.483,0.00062494,2023,0,<1yr,1.00263782,2025-11-11 05:24:11.408256,celestrak,2025-11-11,US,2025-11-11
20442,LUSAT (LO-19),PAYLOAD,Other,778.3094612841096,Low LEO,LEO-Polar,MEDIUM,98.8981,0.00124942,2023,0,<1yr,14.34024668,2025-11-11 06:54:48.390048,celestrak,2025-11-11,ARGN,2025-11-11
20580,HST,PAYLOAD,Other,483.54311104270073,Very Low LEO,LEO-Equatorial,HIGH,28.4673,0.00014257,2023,1,<1yr,15.27415033,2025-11-10 18:47:22.414848,celestrak,2025-11-11,US,2025-11-11
20776,SKYNET 4C,PAYLOAD,Other,35785.61157011638,GEO,MEO,HIGH,13.413,0.00063863,2023,4,<1yr,1.00275293,2025-11-07 18:04:33.538080,celestrak,2025-11-11,UK,2025-11-11
20929,USA 65 (DSP 15),PAYLOAD,Other,36319.960555481266,Beyond GEO,HEO,LOW,14.1405,0.00016705,2023,1,<1yr,0.98398839,2025-11-10 21:09:03.403296,celestrak,2025-11-11,US,2025-11-11
21639,TDRS 5,PAYLOAD,Other,35786.694761209124,GEO,GEO-Inclined,HIGH,14.0988,0.00137627,2023,1,<1yr,1.00271429,2025-11-10 20:27:37.373760,celestrak,2025-11-11,US,2025-11-11
21805,USA 75 (DSP 16),PAYLOAD,Other,36092.81326221001,Beyond GEO,HEO,LOW,14.123,0.00018234,2023,1,<1yr,0.99189293,2025-11-10 09:57:02.570112,celestrak,2025-11-11,US,2025-11-11
22195,LAGEOS 2,PAYLOAD,Other,5783.751798332761,High LEO,MEO,LOW,52.6707,0.0137819,2023,8,<1yr,6.47293461,2025-11-03 16:50:33.175968,celestrak,2025-11-11,IT,2025-11-11
22314,TDRS 6,PAYLOAD,Other,35787.89521107356,GEO,GEO-Inclined,HIGH,14.1786,0.00099954,2023,0,<1yr,1.00267147,2025-11-11 05:32:44.509344,celestrak,2025-11-11,US,2025-11-11
22490,SCD 1,PAYLOAD,Other,738.8499012852044,Low LEO,LEO-Equatorial,MEDIUM,24.9685,0.00420339,2023,0,<1yr,14.45967435,2025-11-11 04:05:53.353824,celestrak,2025-11-11,BRAZ,2025-11-11
22787,UFO 2 (USA 95),PAYLOAD,Other,35786.01439470363,GEO,GEO-Inclined,HIGH,11.8204,0.00060833,2023,1,<1yr,1.00273856,2025-11-10 19:40:56.844768,celestrak,2025-11-11,US,2025-11-11
22824,STELLA,PAYLOAD,Other,800.2262205740171,Low LEO,LEO-Polar,MEDIUM,98.8054,0.00069733,2023,0,<1yr,14.27462203,2025-11-11 06:30:26.323200,celestrak,2025-11-11,FR,2025-11-11
22825,EYESAT A (AO-27),PAYLOAD,Other,788.8622852253939,Low LEO,LEO-Polar,MEDIUM,98.7189,0.00087848,2023,0,<1yr,14.30858607,2025-11-11 02:40:55.162848,celestrak,2025-11-11,US,2025-11-11
22826,ITAMSAT (IO-26),PAYLOAD,Other,787.4633225057178,Low LEO,LEO-Polar,MEDIUM,98.7137,0.00089906,2023,0,<1yr,14.31277654,2025-11-11 03:44:05.565408,celestrak,2025-11-11,IT,2025-11-11
22988,USA 99 (MILSTAR-1 1),PAYLOAD,Other,35786.31406655612,GEO,GEO-Inclined,HIGH,17.2944,0.00032933,2023,0,<1yr,1.00272787,2025-11-11 07:04:45.889248,celestrak,2025-11-11,US,2025-11-11
23439,RADIO ROSTO (RS-15),PAYLOAD,Other,2022.323111702165,High LEO,MEO,LOW,64.8168,0.0148575,2023,0,<1yr,11.27582043,2025-11-11 07:05:34.588608,celestrak,2025-11-11,CIS,2025-11-11
23467,UFO 4 (USA 108),PAYLOAD,Other,35785.91067416158,GEO,MEO,HIGH,9.6952,0.000431,2023,1,<1yr,1.00274226,2025-11-10 10:05:39.244704,celestrak,2025-11-11,US,2025-11-11
23613,TDRS 7,PAYLOAD,Other,35785.24631716897,GEO,MEO,HIGH,13.4687,0.00041142,2023,0,<1yr,1.00276596,2025-11-11 02:49:08.316768,celestrak,2025-11-11,US,2025-11-11
23712,USA 115 (MILSTAR-1 2),PAYLOAD,Other,35785.78060389687,GEO,MEO,HIGH,13.9938,0.00027431,2023,0,<1yr,1.0027469,2025-11-11 07:22:17.486112,celestrak,2025-11-11,US,2025-11-11
23802,POLAR,PAYLOAD,Other,29112.62117105097,MEO,MEO,LOW,79.5932,0.62471448,2023,9,<1yr,1.2984638,2025-11-02 14:14:54.866112,celestrak,2025-11-11,US,2025-11-11
23839,INMARSAT 3-F1,PAYLOAD,Other,35864.419152855764,GEO,GEO-Inclined,HIGH,10.1448,0.00091812,2023,1,<1yr,0.99994814,2025-11-10 15:01:18.416640,celestrak,2025-11-11,IM,2025-11-11
23893,USA 119,PAYLOAD,Other,1089.0332050799389,Mid LEO,LEO-Inclined,LOW,63.3245,0.08401684,2023,0,<1yr,13.45453479,2025-11-11 06:17:26.552832,celestrak,2025-11-11,US,2025-11-11
24278,JAS-2 (FO-29),PAYLOAD,Other,1060.2897689476167,Mid LEO,LEO-Polar,LOW,98.5488,0.03490839,2023,0,<1yr,13.53259624,2025-11-11 04:51:47.864448,celestrak,2025-11-11,JPN,2025-11-11
24307,INMARSAT 3-F2,PAYLOAD,Other,35863.41770039889,GEO,GEO-Inclined,HIGH,9.3619,0.00064121,2023,0,<1yr,0.9999837,2025-11-11 00:43:35.347008,celestrak,2025-11-11,IM,2025-11-11
24674,INMARSAT 3-F3,PAYLOAD,Other,35869.40364156238,GEO,GEO-Inclined,HIGH,9.8458,0.00085537,2023,0,<1yr,0.99977118,2025-11-11 05:18:01.704384,celestrak,2025-11-11,IM,2025-11-11
24876,NAVSTAR 43 (USA 132),PAYLOAD,Other,20182.23571414411,MEO,MEO,MEDIUM,55.8795,0.00964697,2023,1,<1yr,2.00563322,2025-11-10 19:45:53.504352,celestrak,2025-11-11,US,2025-11-11
24920,FORTE,PAYLOAD,Other,799.0705527288255,Low LEO,LEO-Inclined,MEDIUM,69.9507,0.00238652,2023,0,<1yr,14.2780699,2025-11-11 05:35:15.720576,celestrak,2025-11-11,US,2025-11-11
24936,AMC-3,PAYLOAD,Other,35786.808298465025,GEO,GEO-Inclined,HIGH,7.613,0.00032485,2023,0,<1yr,1.00271024,2025-11-11 06:16:15.171744,celestrak,2025-11-11,SES,2025-11-11
25019,USA 134,PAYLOAD,Other,35786.4727350063,GEO,GEO-Inclined,HIGH,12.525,0.00054718,2023,0,<1yr,1.00272221,2025-11-11 07:15:26.751744,celestrak,2025-11-11,US,2025-11-11
25118,ORBCOMM FM06,PAYLOAD,Other,736.5161124215037,Low LEO,LEO-Inclined,MEDIUM,45.015,0.00033727,2023,0,<1yr,14.46678965,2025-11-11 06:36:52.437024,celestrak,2025-11-11,ORB,2025-11-11
25153,INMARSAT 3-F5,PAYLOAD,Other,35786.848947791834,GEO,GEO-Inclined,HIGH,9.2055,0.00051975,2023,0,<1yr,1.00270879,2025-11-11 02:57:38.490624,celestrak,2025-11-11,IM,2025-11-11
25159,ORBCOMM FM04,PAYLOAD,Other,774.6063263938622,Low LEO,LEO-Retrograde,MEDIUM,107.9624,0.0040469,2023,0,<1yr,14.35138452,2025-11-11 06:37:02.573472,celestrak,2025-11-11,ORB,2025-11-11
25160,CELESTIS-02 & TAURUS R/B,ROCKET BODY,Other,817.25955698075,Low LEO,LEO-Retrograde,MEDIUM,108.0058,0.00606005,2023,0,<1yr,14.22396454,2025-11-11 07:56:48.407712,celestrak,2025-11-11,US,2025-11-11
25397,TECHSAT 1B (GO-32),PAYLOAD,Other,810.6338295252281,Low LEO,LEO-Polar,MEDIUM,98.9893,0.00022167,2023,0,<1yr,14.24363393,2025-11-11 05:40:44.562432,celestrak,2025-11-11,ISRA,2025-11-11
25398,WESTPAC,PAYLOAD,Other,815.1081041752204,Low LEO,LEO-Polar,MEDIUM,98.9907,0.0002322,2023,0,<1yr,14.23034646,2025-11-11 05:34:49.926720,celestrak,2025-11-11,AUS,2025-11-11
25415,ORBCOMM FM19,PAYLOAD,Other,762.3625672951766,Low LEO,LEO-Equatorial,MEDIUM,44.992,0.00038479,2023,0,<1yr,14.38831265,2025-11-11 01:33:09.474336,celestrak,2025-11-11,ORB,2025-11-11
25416,ORBCOMM FM20,PAYLOAD,Other,766.58437759971,Low LEO,LEO-Equatorial,MEDIUM,44.9933,0.00018616,2023,0,<1yr,14.37556147,2025-11-11 01:14:26.930976,celestrak,2025-11-11,ORB,2025-11-11
25481,ORBCOMM FM27,PAYLOAD,Other,763.3620595166112,Low LEO,LEO-Inclined,MEDIUM,45.0057,0.00028908,2023,0,<1yr,14.38529217,2025-11-11 05:50:25.821024,celestrak,2025-11-11,ORB,2025-11-11
25504,SCD 2,PAYLOAD,Other,740.723337888473,Low LEO,LEO-Equatorial,MEDIUM,24.9964,0.0016692,2023,0,<1yr,14.4539668,2025-11-11 06:38:38.555232,celestrak,2025-11-11,BRAZ,2025-11-11
25544,ISS (ZARYA),PAYLOAD,Other,418.1134754441482,Very Low LEO,LEO-Inclined,HIGH,51.6338,0.00041335,2023,0,<1yr,15.49525392,2025-11-11 06:11:47.166720,celestrak,2025-11-11,CIS,2025-11-11
25560,SWAS,PAYLOAD,Other,543.8325352339516,Low LEO,LEO-Inclined,HIGH,69.8973,0.00085404,2023,0,<1yr,15.07503179,2025-11-11 06:49:45.259968,celestrak,2025-11-11,US,2025-11-11
25639,SKYNET 4E,PAYLOAD,Other,35786.03710117766,GEO,GEO-Inclined,HIGH,11.9331,0.00047944,2023,1,<1yr,1.00273775,2025-11-10 21:15:17.804736,celestrak,2025-11-11,UK,2025-11-11
25757,DLR-TUBSAT,PAYLOAD,Other,718.0188951274895,Low LEO,LEO-Polar,MEDIUM,98.6539,0.00131723,2023,0,<1yr,14.52339135,2025-11-11 05:59:52.501344,celestrak,2025-11-11,GER,2025-11-11
25867,CXO,PAYLOAD,Other,74409.32900019026,Beyond GEO,HEO,LOW,52.5245,0.81898256,2023,-2,UNKNOWN,0.37808268,2025-11-13 12:39:20.816064,celestrak,2025-11-11,US,2025-11-11
25924,ABS-6,PAYLOAD,Other,35785.49860155249,GEO,MEO,HIGH,0.0116,0.00024108,2023,0,<1yr,1.00275696,2025-11-11 03:09:13.892256,celestrak,2025-11-11,ABS,2025-11-11
25933,NAVSTAR 46 (USA 145),PAYLOAD,Other,20181.33144006604,MEO,MEO,MEDIUM,51.6635,0.01097929,2023,0,<1yr,2.00573565,2025-11-11 04:11:30.425280,celestrak,2025-11-11,US,2025-11-11
25967,UFO 10 (USA 146),PAYLOAD,Other,35786.13437493712,GEO,GEO-Inclined,HIGH,9.8216,0.0006669,2023,0,<1yr,1.00273428,2025-11-11 00:34:28.719264,celestrak,2025-11-11,US,2025-11-11
25982,ORBCOMM FM32,PAYLOAD,Other,769.6371587815229,Low LEO,LEO-Inclined,MEDIUM,45.014,0.00061159,2023,0,<1yr,14.36635285,2025-11-11 04:31:02.470656,celestrak,2025-11-11,ORB,2025-11-11
25989,XMM-NEWTON,PAYLOAD,Other,60556.46760317711,Beyond GEO,HEO,LOW,65.5832,0.47573317,2023,1,<1yr,0.50133348,2025-11-10 22:58:36.908832,celestrak,2025-11-11,ESA,2025-11-11
25994,TERRA,PAYLOAD,Other,690.2804101006586,Low LEO,LEO-Polar,MEDIUM,97.9793,0.00022708,2023,0,<1yr,14.60896606,2025-11-11 07:10:23.282976,celestrak,2025-11-11,US,2025-11-11
26107,ASIASTAR,PAYLOAD,Other,35785.41310475532,GEO,MEO,HIGH,8.6203,0.00058219,2023,1,<1yr,1.00276001,2025-11-10 18:20:04.593984,celestrak,2025-11-11,US,2025-11-11
26113,IMAGE,PAYLOAD,Other,23433.55112559426,MEO,MEO,MEDIUM,93.9886,0.75963585,2023,2,<1yr,1.68664199,2025-11-09 07:20:52.094400,celestrak,2025-11-11,US,2025-11-11
26356,USA 149 (DSP 20),PAYLOAD,Other,35785.6906205292,GEO,MEO,HIGH,13.0057,0.00015722,2023,1,<1yr,1.00275011,2025-11-10 11:08:56.064192,celestrak,2025-11-11,US,2025-11-11
26360,NAVSTAR 47 (USA 150),PAYLOAD,Other,20181.618701845335,MEO,MEO,MEDIUM,55.0263,0.00384387,2023,2,<1yr,2.00570311,2025-11-09 20:10:12.937728,celestrak,2025-11-11,US,2025-11-11
26388,TDRS 8,PAYLOAD,Other,35787.74942558851,GEO,GEO-Inclined,HIGH,12.3377,0.00031032,2023,1,<1yr,1.00267667,2025-11-10 18:14:12.655680,celestrak,2025-11-11,US,2025-11-11
26407,NAVSTAR 48 (USA 151),PAYLOAD,Other,20181.87551374265,MEO,MEO,MEDIUM,54.8996,0.01278509,2023,2,<1yr,2.00567402,2025-11-09 18:23:41.426016,celestrak,2025-11-11,US,2025-11-11
26410,CLUSTER II-FM7 (SAMBA),PAYLOAD,Other,65768.96802221806,Beyond GEO,HEO,LOW,147.0832,0.87039489,2023,-1,UNKNOWN,0.44799627,2025-11-12 15:41:56.483808,celestrak,2025-11-11,ESA,2025-11-11
26464,CLUSTER II-FM8 (TANGO),PAYLOAD,Other,66180.05547087935,Beyond GEO,HEO,LOW,147.3759,0.87089027,2023,-2,UNKNOWN,0.4441944,2025-11-13 06:11:28.011840,celestrak,2025-11-11,ESA,2025-11-11
26554,NSS-11,PAYLOAD,Other,35786.793160120076,GEO,GEO,HIGH,1.5613,0.00031872,2023,0,<1yr,1.00271078,2025-11-11 04:56:49.232832,celestrak,2025-11-11,SES,2025-11-11
26575,USA 153,PAYLOAD,Other,35788.418086687234,GEO,GEO-Inclined,HIGH,11.2473,0.00019429,2023,1,<1yr,1.00265282,2025-11-10 15:02:55.761792,celestrak,2025-11-11,US,2025-11-11
26580,AMC-6,PAYLOAD,Other,35786.45591495852,GEO,GEO,HIGH,0.0746,0.00030372,2023,0,<1yr,1.00272281,2025-11-11 07:33:27.912096,celestrak,2025-11-11,SES,2025-11-11
26605,NAVSTAR 49 (USA 154),PAYLOAD,Other,20181.202466114584,MEO,MEO,MEDIUM,55.5018,0.01675011,2023,1,<1yr,2.00575026,2025-11-10 08:27:10.569888,celestrak,2025-11-11,US,2025-11-11
26702,ODIN,PAYLOAD,Other,420.41987166198396,Very Low LEO,LEO-Polar,HIGH,97.4291,0.00021331,2023,0,<1yr,15.48736949,2025-11-11 01:47:40.900416,celestrak,2025-11-11,SWED,2025-11-11
26715,USA 157 (MILSTAR-2 2),PAYLOAD,Other,35784.97357396414,GEO,MEO,HIGH,11.303,0.00434978,2023,0,<1yr,1.00277569,2025-11-11 07:43:56.974080,celestrak,2025-11-11,US,2025-11-11
26720,BSAT-2A,PAYLOAD,Other,36096.73699317575,Beyond GEO,HEO,LOW,10.2681,0.00084564,2023,1,<1yr,0.99175549,2025-11-10 21:31:08.787072,celestrak,2025-11-11,JPN,2025-11-11
26766,INTELSAT 10 (IS-10),PAYLOAD,Other,36125.72654696831,Beyond GEO,HEO,LOW,8.5538,0.00068383,2023,0,<1yr,0.99074103,2025-11-11 05:24:54.042336,celestrak,2025-11-11,US,2025-11-11
26857,OMNI-M1,PAYLOAD,Other,10600.939255840822,MEO,MEO,LOW,44.9347,0.00159594,2023,4,<1yr,3.92402417,2025-11-07 19:26:25.672704,celestrak,2025-11-11,NICO,2025-11-11
26880,USA 159 (DSP 21),PAYLOAD,Other,35786.08952241349,GEO,GEO-Inclined,HIGH,12.5811,0.00015229,2023,0,<1yr,1.00273588,2025-11-11 05:31:09.123744,celestrak,2025-11-11,US,2025-11-11
26900,INTELSAT 902 (IS-902),PAYLOAD,Other,35786.354995024085,GEO,GEO-Inclined,HIGH,5.5323,0.00043676,2023,13,<1yr,1.00272641,2025-10-29 07:38:27.187872,celestrak,2025-11-11,ITSO,2025-11-11
26931,PCSAT (NO-44),PAYLOAD,Other,785.6327831397275,Low LEO,LEO-Inclined,MEDIUM,67.05,0.00072386,2023,0,<1yr,14.31826285,2025-11-11 02:14:57.225696,celestrak,2025-11-11,US,2025-11-11
26958,PROBA-1,PAYLOAD,Other,547.8308997052,Low LEO,LEO-Polar,HIGH,97.9595,0.00573157,2023,0,<1yr,15.06197944,2025-11-11 06:35:01.925376,celestrak,2025-11-11,ESA,2025-11-11
26998,TIMED,PAYLOAD,Other,583.8695589397448,Low LEO,LEO-Inclined,HIGH,74.0687,0.00022634,2023,0,<1yr,14.94517896,2025-11-11 06:01:43.612608,celestrak,2025-11-11,US,2025-11-11
27004,MAROC-TUBSAT,PAYLOAD,Other,998.6714148864312,Low LEO,LEO-Polar,LOW,99.7914,0.00195936,2023,0,<1yr,13.70250614,2025-11-11 01:21:47.660832,celestrak,2025-11-11,GER,2025-11-11
27056,COSMOS 2385,PAYLOAD,Other,1420.6364902190808,Mid LEO,LEO-Polar,LOW,82.5405,0.00062215,2023,0,<1yr,12.60559361,2025-11-11 08:21:29.335680,celestrak,2025-11-11,CIS,2025-11-11
27057,COSMOS 2386,PAYLOAD,Other,1416.3041393530875,Mid LEO,LEO-Polar,LOW,82.5463,0.00011942,2023,0,<1yr,12.61610484,2025-11-11 03:58:44.906592,celestrak,2025-11-11,CIS,2025-11-11
27168,USA 164 (MILSTAR-2 3),PAYLOAD,Other,35787.88792176937,GEO,GEO-Inclined,HIGH,10.9184,0.00965334,2023,1,<1yr,1.00267173,2025-11-10 21:23:02.063904,celestrak,2025-11-11,US,2025-11-11
27380,INTELSAT 904 (IS-904),PAYLOAD,Other,35786.76092109741,GEO,GEO-Inclined,HIGH,6.3749,0.00014158,2023,0,<1yr,1.00271193,2025-11-11 03:57:31.763808,celestrak,2025-11-11,ITSO,2025-11-11
27424,AQUA,PAYLOAD,Other,687.710247471774,Low LEO,LEO-Polar,MEDIUM,98.3991,8.759e-05,2023,0,<1yr,14.61693768,2025-11-11 06:41:16.842624,celestrak,2025-11-11,US,2025-11-11
27426,DIRECTV 5 (TEMPO 1),PAYLOAD,Other,35786.57954270116,GEO,GEO,HIGH,4.3204,0.00032661,2023,0,<1yr,1.0027184,2025-11-11 07:14:06.111168,celestrak,2025-11-11,US,2025-11-11
27438,INTELSAT 905 (IS-905),PAYLOAD,Other,35786.380505283814,GEO,GEO-Inclined,HIGH,6.2056,0.00027751,2023,0,<1yr,1.0027255,2025-11-11 07:34:13.368864,celestrak,2025-11-11,ITSO,2025-11-11
27445,GALAXY 3C (G-3C),PAYLOAD,Other,35786.688033099425,GEO,GEO,HIGH,3.1836,0.00014145,2023,0,<1yr,1.00271453,2025-11-11 05:22:16.792608,celestrak,2025-11-11,US,2025-11-11
27464,COSMOS 2390,PAYLOAD,Other,1487.0894007484003,Mid LEO,LEO-Polar,LOW,82.4795,0.00255424,2023,0,<1yr,12.44617547,2025-11-11 06:41:29.273856,celestrak,2025-11-11,CIS,2025-11-11
27465,COSMOS 2391,PAYLOAD,Other,1485.731930126727,Mid LEO,LEO-Polar,LOW,82.4791,0.00263364,2023,0,<1yr,12.44939832,2025-11-11 06:30:58.713696,celestrak,2025-11-11,CIS,2025-11-11
27513,INTELSAT 906 (IS-906),PAYLOAD,Other,35786.58991513801,GEO,GEO-Inclined,HIGH,5.2453,0.00054602,2023,1,<1yr,1.00271803,2025-11-10 11:17:24.870336,celestrak,2025-11-11,ITSO,2025-11-11
27606,LATINSAT B,PAYLOAD,Other,640.3134728442774,Low LEO,LEO-Inclined,MEDIUM,64.5541,0.00780537,2023,0,<1yr,14.76525333,2025-11-11 02:37:27.817536,celestrak,2025-11-11,ARGN,2025-11-11
27607,SAUDISAT 1C (SO-50),PAYLOAD,Other,622.3821634744281,Low LEO,LEO-Inclined,MEDIUM,64.5536,0.00702687,2023,1,<1yr,14.82201979,2025-11-10 16:35:41.562528,celestrak,2025-11-11,SAUD,2025-11-11
27612,LATINSAT A,PAYLOAD,Other,614.1411989894632,Low LEO,LEO-Inclined,MEDIUM,64.5554,0.00567027,2023,0,<1yr,14.84823093,2025-11-11 06:17:38.684256,celestrak,2025-11-11,ARGN,2025-11-11
27632,NIMIQ 2,PAYLOAD,Other,35786.77297568129,GEO,GEO-Inclined,HIGH,8.9412,0.00063691,2023,1,<1yr,1.0027115,2025-11-10 20:44:20.772384,celestrak,2025-11-11,CA,2025-11-11
27640,CORIOLIS,PAYLOAD,Other,825.8438107409538,Low LEO,LEO-Polar,MEDIUM,98.715,0.00149798,2023,0,<1yr,14.19854823,2025-11-11 07:31:30.069408,celestrak,2025-11-11,US,2025-11-11
27651,SORCE,PAYLOAD,Other,561.0135103330431,Low LEO,LEO-Equatorial,HIGH,39.992,0.00177883,2023,0,<1yr,15.01907897,2025-11-11 07:45:51.900768,celestrak,2025-11-11,US,2025-11-11
27663,NAVSTAR 51 (USA 166),PAYLOAD,Other,20181.418924315174,MEO,MEO,MEDIUM,54.9322,0.01460492,2023,1,<1yr,2.00572574,2025-11-10 17:53:45.288384,celestrak,2025-11-11,US,2025-11-11
27691,USA 167,PAYLOAD,Other,35786.47301534057,GEO,GEO-Inclined,HIGH,10.5286,0.00041623,2023,0,<1yr,1.0027222,2025-11-11 07:24:03.060864,celestrak,2025-11-11,US,2025-11-11
27704,NAVSTAR 52 (USA 168),PAYLOAD,Other,20708.846187900992,MEO,MEO,MEDIUM,54.939,0.00045425,2023,2,<1yr,1.94742977,2025-11-09 17:16:24.947616,celestrak,2025-11-11,US,2025-11-11
27711,USA 169 (MILSTAR-2 4),PAYLOAD,Other,35786.45871829865,GEO,GEO-Inclined,HIGH,12.0176,0.00938805,2023,1,<1yr,1.00272271,2025-11-10 13:25:20.113248,celestrak,2025-11-11,US,2025-11-11
27718,ASIASAT 4,PAYLOAD,Other,35787.065932752186,GEO,GEO,HIGH,4.1454,0.00029817,2023,0,<1yr,1.00270105,2025-11-11 04:30:38.569824,celestrak,2025-11-11,AC,2025-11-11
27811,HELLAS-SAT 2,PAYLOAD,Other,35786.77802178873,GEO,GEO-Inclined,HIGH,6.8115,0.00108113,2023,0,<1yr,1.00271132,2025-11-11 03:54:21.187008,celestrak,2025-11-11,GREC,2025-11-11
27825,THURAYA-2,PAYLOAD,Other,35786.08363552862,GEO,GEO-Inclined,HIGH,8.4956,0.00023154,2023,1,<1yr,1.00273609,2025-11-10 21:28:09.073344,celestrak,2025-11-11,UAE,2025-11-11
27831,OPTUS C1,PAYLOAD,Other,35786.474977680606,GEO,GEO-Inclined,HIGH,6.3431,0.00061845,2023,0,<1yr,1.00272213,2025-11-11 04:50:57.296256,celestrak,2025-11-11,AUS,2025-11-11
27843,MOST,PAYLOAD,Other,821.105621732122,Low LEO,LEO-Polar,MEDIUM,98.7077,0.00102714,2023,0,<1yr,14.21256772,2025-11-11 06:12:31.517568,celestrak,2025-11-11,CA,2025-11-11
